locus_tag	ftype	length_bp	gene	EC_number	COG	product
ICLPPAIG_17074	CDS	2559				hypothetical protein
ICLPPAIG_17075	CDS	861				hypothetical protein
ICLPPAIG_17076	CDS	219				hypothetical protein
ICLPPAIG_17077	CDS	165				hypothetical protein
ICLPPAIG_17078	CDS	966				hypothetical protein
ICLPPAIG_17079	tRNA	94				tRNA-Ser(cga)
ICLPPAIG_17080	CDS	237				hypothetical protein
ICLPPAIG_17081	CDS	201				hypothetical protein
ICLPPAIG_17082	CDS	513	nbaC_2	1.13.11.6	COG1917	3-hydroxyanthranilate 3,4-dioxygenase
ICLPPAIG_17083	CDS	651				hypothetical protein
ICLPPAIG_17084	CDS	186				hypothetical protein
ICLPPAIG_17085	CDS	258				hypothetical protein
ICLPPAIG_17086	CDS	1002	gapA_2	1.2.1.12	COG0057	Glyceraldehyde-3-phosphate dehydrogenase A
ICLPPAIG_17087	CDS	765				hypothetical protein
ICLPPAIG_17088	CDS	2538				hypothetical protein
ICLPPAIG_17089	CDS	258				hypothetical protein
ICLPPAIG_17090	CDS	273				hypothetical protein
ICLPPAIG_17091	CDS	426				hypothetical protein
ICLPPAIG_17092	rRNA	118				5S ribosomal RNA
ICLPPAIG_17093	CDS	294				hypothetical protein
ICLPPAIG_17094	CDS	153				hypothetical protein
ICLPPAIG_17095	CDS	1467				hypothetical protein
ICLPPAIG_17096	CDS	234				hypothetical protein
ICLPPAIG_17097	CDS	117				hypothetical protein
ICLPPAIG_17098	CDS	399				hypothetical protein
ICLPPAIG_17099	CDS	492				hypothetical protein
ICLPPAIG_17100	CDS	321				hypothetical protein
ICLPPAIG_17101	CDS	297				hypothetical protein
ICLPPAIG_17102	CDS	225				hypothetical protein
ICLPPAIG_17103	CDS	471				hypothetical protein
ICLPPAIG_17104	CDS	381				hypothetical protein
ICLPPAIG_17105	CDS	4248	cysI_2	1.8.1.2		Sulfite reductase [NADPH] hemoprotein beta-component
ICLPPAIG_17106	CDS	150				hypothetical protein
ICLPPAIG_17107	CDS	252				hypothetical protein
ICLPPAIG_17108	CDS	786				hypothetical protein
ICLPPAIG_17109	CDS	120				hypothetical protein
ICLPPAIG_17110	CDS	144				hypothetical protein
ICLPPAIG_17111	CDS	1350				hypothetical protein
ICLPPAIG_17112	CDS	843				hypothetical protein
ICLPPAIG_17113	CDS	282				hypothetical protein
ICLPPAIG_17114	CDS	1053				hypothetical protein
ICLPPAIG_17115	CDS	1110				hypothetical protein
ICLPPAIG_17116	CDS	1176	ppaC_2	3.6.1.1		manganese-dependent inorganic pyrophosphatase
ICLPPAIG_17117	CDS	2262				hypothetical protein
ICLPPAIG_17118	CDS	165				hypothetical protein
ICLPPAIG_17119	CDS	3186				hypothetical protein
ICLPPAIG_17120	CDS	1710				hypothetical protein
ICLPPAIG_17121	CDS	138				hypothetical protein
ICLPPAIG_17122	CDS	5841				hypothetical protein
ICLPPAIG_17123	CDS	810				hypothetical protein
ICLPPAIG_17124	CDS	444				hypothetical protein
ICLPPAIG_17125	CDS	3027				hypothetical protein
ICLPPAIG_17126	CDS	282				hypothetical protein
ICLPPAIG_17127	CDS	2091				hypothetical protein
ICLPPAIG_17128	CDS	1467	fumC_3	4.2.1.2	COG0114	Fumarate hydratase class II
ICLPPAIG_17129	CDS	1527	thiM_2	2.7.1.50		Hydroxyethylthiazole kinase
ICLPPAIG_17130	CDS	333				hypothetical protein
ICLPPAIG_17131	CDS	165				hypothetical protein
ICLPPAIG_17132	CDS	189				hypothetical protein
ICLPPAIG_17133	CDS	135				hypothetical protein
ICLPPAIG_17134	CDS	267				hypothetical protein
ICLPPAIG_17135	CDS	1233				hypothetical protein
ICLPPAIG_17136	CDS	618				hypothetical protein
ICLPPAIG_17137	CDS	1533				hypothetical protein
ICLPPAIG_17138	CDS	879				hypothetical protein
ICLPPAIG_17139	CDS	255				hypothetical protein
ICLPPAIG_17140	CDS	573				hypothetical protein
ICLPPAIG_17141	CDS	486				hypothetical protein
ICLPPAIG_17142	CDS	201				hypothetical protein
ICLPPAIG_17143	CDS	372				hypothetical protein
ICLPPAIG_17144	CDS	177				hypothetical protein
ICLPPAIG_17145	CDS	645				hypothetical protein
ICLPPAIG_17146	CDS	981				hypothetical protein
ICLPPAIG_17147	CDS	282				hypothetical protein
ICLPPAIG_17148	CDS	219				hypothetical protein
ICLPPAIG_17149	CDS	156				hypothetical protein
ICLPPAIG_17150	CDS	204				hypothetical protein
ICLPPAIG_17151	CDS	213				hypothetical protein
ICLPPAIG_17152	CDS	222				hypothetical protein
ICLPPAIG_17153	CDS	1332	moeZ_2		COG0476	putative adenylyltransferase/sulfurtransferase MoeZ
ICLPPAIG_17154	CDS	1641				hypothetical protein
ICLPPAIG_17155	CDS	450				hypothetical protein
ICLPPAIG_17156	CDS	171				hypothetical protein
ICLPPAIG_17157	CDS	1704				hypothetical protein
ICLPPAIG_17158	CDS	627				hypothetical protein
ICLPPAIG_17159	CDS	543	hit_3		COG0537	Protein hit
ICLPPAIG_17160	CDS	282				hypothetical protein
ICLPPAIG_17161	CDS	732				hypothetical protein
ICLPPAIG_17162	CDS	216				hypothetical protein
ICLPPAIG_17163	CDS	201				hypothetical protein
ICLPPAIG_17164	CDS	1380				hypothetical protein
ICLPPAIG_17165	CDS	2622	ftsH_33	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
ICLPPAIG_17166	CDS	4440	btuD_6	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
ICLPPAIG_17167	CDS	363				hypothetical protein
ICLPPAIG_17168	CDS	1881				hypothetical protein
ICLPPAIG_17169	CDS	786				hypothetical protein
ICLPPAIG_17170	CDS	729				hypothetical protein
ICLPPAIG_17171	CDS	3873				hypothetical protein
ICLPPAIG_17172	CDS	144				hypothetical protein
ICLPPAIG_17173	CDS	186				hypothetical protein
ICLPPAIG_17174	CDS	219				hypothetical protein
ICLPPAIG_17175	CDS	180				hypothetical protein
ICLPPAIG_17176	CDS	282				hypothetical protein
ICLPPAIG_17177	CDS	111				hypothetical protein
ICLPPAIG_17178	CDS	174				hypothetical protein
ICLPPAIG_17179	CDS	336				hypothetical protein
ICLPPAIG_17180	CDS	1224				hypothetical protein
ICLPPAIG_17181	CDS	858				hypothetical protein
ICLPPAIG_17182	CDS	3000				hypothetical protein
ICLPPAIG_17183	CDS	222				hypothetical protein
ICLPPAIG_17184	CDS	141				hypothetical protein
ICLPPAIG_17185	CDS	231				hypothetical protein
ICLPPAIG_17186	CDS	240				hypothetical protein
ICLPPAIG_17187	CDS	6624	carA_3	6.3.5.5		Carbamoyl phosphate synthase small chain
ICLPPAIG_17188	CDS	399				hypothetical protein
ICLPPAIG_17189	CDS	1206				hypothetical protein
ICLPPAIG_17190	CDS	564				hypothetical protein
ICLPPAIG_17191	CDS	210				hypothetical protein
ICLPPAIG_17192	CDS	1530				hypothetical protein
ICLPPAIG_17193	CDS	111				hypothetical protein
ICLPPAIG_17194	rRNA	117				5S ribosomal RNA
ICLPPAIG_17195	CDS	660				hypothetical protein
ICLPPAIG_17196	CDS	186				hypothetical protein
ICLPPAIG_17197	CDS	198				hypothetical protein
ICLPPAIG_17198	CDS	234				hypothetical protein
ICLPPAIG_17199	CDS	1110				hypothetical protein
ICLPPAIG_17200	CDS	150				hypothetical protein
ICLPPAIG_17201	CDS	234				hypothetical protein
ICLPPAIG_17202	CDS	117				hypothetical protein
ICLPPAIG_17203	CDS	909				hypothetical protein
ICLPPAIG_17204	CDS	186				hypothetical protein
ICLPPAIG_17205	CDS	1746				hypothetical protein
ICLPPAIG_17206	CDS	312				hypothetical protein
ICLPPAIG_17207	CDS	411				hypothetical protein
ICLPPAIG_17208	CDS	438				hypothetical protein
ICLPPAIG_17209	CDS	825				hypothetical protein
ICLPPAIG_17210	CDS	1101				hypothetical protein
ICLPPAIG_17211	CDS	261				hypothetical protein
ICLPPAIG_17212	CDS	180				hypothetical protein
ICLPPAIG_17213	CDS	1155				hypothetical protein
ICLPPAIG_17214	CDS	180				hypothetical protein
ICLPPAIG_17215	CDS	144				hypothetical protein
ICLPPAIG_17216	CDS	237				hypothetical protein
ICLPPAIG_17217	CDS	261				hypothetical protein
ICLPPAIG_17218	CDS	1752	lysP_23		COG0833	Lysine-specific permease LysP
ICLPPAIG_17219	CDS	102				hypothetical protein
ICLPPAIG_17220	CDS	450				hypothetical protein
ICLPPAIG_17221	CDS	168				hypothetical protein
ICLPPAIG_17222	CDS	432				hypothetical protein
ICLPPAIG_17223	CDS	195				hypothetical protein
ICLPPAIG_17224	CDS	399				hypothetical protein
ICLPPAIG_17225	CDS	1941				hypothetical protein
ICLPPAIG_17226	CDS	147				hypothetical protein
ICLPPAIG_17227	CDS	1542	nanT_3			Sialic acid transporter NanT
ICLPPAIG_17228	CDS	249				hypothetical protein
ICLPPAIG_17229	CDS	252				hypothetical protein
ICLPPAIG_17230	CDS	1563	nanT_4			Sialic acid transporter NanT
ICLPPAIG_17231	CDS	150				hypothetical protein
ICLPPAIG_17232	CDS	216				hypothetical protein
ICLPPAIG_17233	CDS	1560	nanT_5			Sialic acid transporter NanT
ICLPPAIG_17234	CDS	168				hypothetical protein
ICLPPAIG_17235	CDS	258				hypothetical protein
ICLPPAIG_17236	CDS	306				hypothetical protein
ICLPPAIG_17237	CDS	1818	mdtP_7		COG0477	Multidrug transporter protein MdtP
ICLPPAIG_17238	CDS	201				hypothetical protein
ICLPPAIG_17239	CDS	348				hypothetical protein
ICLPPAIG_17240	CDS	294				hypothetical protein
ICLPPAIG_17241	CDS	1764	mdtP_8		COG0477	Multidrug transporter protein MdtP
ICLPPAIG_17242	CDS	1449				hypothetical protein
ICLPPAIG_17243	CDS	192				hypothetical protein
ICLPPAIG_17244	CDS	744	coq7_1	1.14.99.60	COG2941	3-demethoxyubiquinol 3-hydroxylase
ICLPPAIG_17245	CDS	834				hypothetical protein
ICLPPAIG_17246	CDS	5034				hypothetical protein
ICLPPAIG_17247	CDS	456				hypothetical protein
ICLPPAIG_17248	CDS	582				hypothetical protein
ICLPPAIG_17249	CDS	213				hypothetical protein
ICLPPAIG_17250	CDS	1818	pknD_57	2.7.11.1		Serine/threonine-protein kinase PknD
ICLPPAIG_17251	CDS	234				hypothetical protein
ICLPPAIG_17252	CDS	1422	cobB_4	2.3.1.286		NAD-dependent protein deacetylase
ICLPPAIG_17253	CDS	318				hypothetical protein
ICLPPAIG_17254	CDS	1659				hypothetical protein
ICLPPAIG_17255	CDS	501				hypothetical protein
ICLPPAIG_17256	CDS	150				hypothetical protein
ICLPPAIG_17257	CDS	192				hypothetical protein
ICLPPAIG_17258	CDS	417				hypothetical protein
ICLPPAIG_17259	CDS	1914				hypothetical protein
ICLPPAIG_17260	CDS	2595				hypothetical protein
ICLPPAIG_17261	CDS	231				hypothetical protein
ICLPPAIG_17262	CDS	177				hypothetical protein
ICLPPAIG_17263	CDS	174				hypothetical protein
ICLPPAIG_17264	CDS	360				hypothetical protein
ICLPPAIG_17265	CDS	1365				hypothetical protein
ICLPPAIG_17266	CDS	264				hypothetical protein
ICLPPAIG_17267	CDS	114				hypothetical protein
ICLPPAIG_17268	CDS	300				hypothetical protein
ICLPPAIG_17269	CDS	1179				hypothetical protein
ICLPPAIG_17270	CDS	255				hypothetical protein
ICLPPAIG_17271	CDS	2565				hypothetical protein
ICLPPAIG_17272	CDS	171				hypothetical protein
ICLPPAIG_17273	CDS	252				hypothetical protein
ICLPPAIG_17274	CDS	153				hypothetical protein
ICLPPAIG_17275	CDS	246				hypothetical protein
ICLPPAIG_17276	CDS	1989				hypothetical protein
ICLPPAIG_17277	CDS	555				hypothetical protein
ICLPPAIG_17278	CDS	165				hypothetical protein
ICLPPAIG_17279	CDS	1227				hypothetical protein
ICLPPAIG_17280	CDS	165				hypothetical protein
ICLPPAIG_17281	CDS	1140				hypothetical protein
ICLPPAIG_17282	CDS	204				hypothetical protein
ICLPPAIG_17283	CDS	198				hypothetical protein
ICLPPAIG_17284	tRNA	72				tRNA-Thr(cgt)
ICLPPAIG_17285	CDS	2760				hypothetical protein
ICLPPAIG_17286	tRNA	75				tRNA-Phe(gaa)
ICLPPAIG_17287	tRNA	74				tRNA-Arg(tct)
ICLPPAIG_17288	CDS	216				hypothetical protein
ICLPPAIG_17289	CDS	267				hypothetical protein
ICLPPAIG_17290	CDS	1728	pcnB_1	2.7.7.19		Poly(A) polymerase I
ICLPPAIG_17291	CDS	135				hypothetical protein
ICLPPAIG_17292	CDS	4698	aroA_3	2.5.1.19		3-phosphoshikimate 1-carboxyvinyltransferase
ICLPPAIG_17293	CDS	216				hypothetical protein
ICLPPAIG_17294	CDS	1254				hypothetical protein
ICLPPAIG_17295	CDS	222				hypothetical protein
ICLPPAIG_17296	CDS	14946	aroK_2	2.7.1.71		Shikimate kinase
ICLPPAIG_17297	CDS	726				hypothetical protein
ICLPPAIG_17298	CDS	717				hypothetical protein
ICLPPAIG_17299	CDS	159				hypothetical protein
ICLPPAIG_17300	CDS	738				hypothetical protein
ICLPPAIG_17301	CDS	1089				hypothetical protein
ICLPPAIG_17302	CDS	831				hypothetical protein
ICLPPAIG_17303	CDS	816				hypothetical protein
ICLPPAIG_17304	CDS	309				hypothetical protein
ICLPPAIG_17305	CDS	1125				hypothetical protein
ICLPPAIG_17306	CDS	279				hypothetical protein
ICLPPAIG_17307	CDS	180				hypothetical protein
ICLPPAIG_17308	CDS	1008				hypothetical protein
ICLPPAIG_17309	CDS	786				hypothetical protein
ICLPPAIG_17310	CDS	357				hypothetical protein
ICLPPAIG_17311	CDS	219				hypothetical protein
ICLPPAIG_17312	CDS	2568				hypothetical protein
ICLPPAIG_17313	CDS	297				hypothetical protein
ICLPPAIG_17314	CDS	294				hypothetical protein
ICLPPAIG_17315	CDS	1650				hypothetical protein
ICLPPAIG_17316	CDS	900				hypothetical protein
ICLPPAIG_17317	CDS	366				hypothetical protein
ICLPPAIG_17318	CDS	3750	mutS_5			DNA mismatch repair protein MutS
ICLPPAIG_17319	CDS	495				hypothetical protein
ICLPPAIG_17320	CDS	306				hypothetical protein
ICLPPAIG_17321	CDS	3492				hypothetical protein
ICLPPAIG_17322	CDS	426				hypothetical protein
ICLPPAIG_17323	CDS	201				hypothetical protein
ICLPPAIG_17324	CDS	717				hypothetical protein
ICLPPAIG_17325	CDS	1848				hypothetical protein
ICLPPAIG_17326	CDS	2304				hypothetical protein
ICLPPAIG_17327	CDS	291				hypothetical protein
ICLPPAIG_17328	CDS	1710				hypothetical protein
ICLPPAIG_17329	CDS	291				hypothetical protein
ICLPPAIG_17330	CDS	2121				hypothetical protein
ICLPPAIG_17331	CDS	909				hypothetical protein
ICLPPAIG_17332	CDS	189				hypothetical protein
ICLPPAIG_17333	CDS	726				hypothetical protein
ICLPPAIG_17334	CDS	462	dut_1	3.6.1.23	COG0756	Deoxyuridine 5'-triphosphate nucleotidohydrolase
ICLPPAIG_17335	CDS	1437				hypothetical protein
ICLPPAIG_17336	CDS	291				hypothetical protein
ICLPPAIG_17337	CDS	165				hypothetical protein
ICLPPAIG_17338	CDS	966				hypothetical protein
ICLPPAIG_17339	CDS	183				hypothetical protein
ICLPPAIG_17340	CDS	2046				hypothetical protein
ICLPPAIG_17341	CDS	1923				hypothetical protein
ICLPPAIG_17342	CDS	189				hypothetical protein
ICLPPAIG_17343	CDS	348				hypothetical protein
ICLPPAIG_17344	CDS	1575				hypothetical protein
ICLPPAIG_17345	CDS	174				hypothetical protein
ICLPPAIG_17346	CDS	1311				hypothetical protein
ICLPPAIG_17347	CDS	465				hypothetical protein
ICLPPAIG_17348	CDS	153				hypothetical protein
ICLPPAIG_17349	CDS	192				hypothetical protein
ICLPPAIG_17350	CDS	1845				hypothetical protein
ICLPPAIG_17351	CDS	822				hypothetical protein
ICLPPAIG_17352	CDS	159				hypothetical protein
ICLPPAIG_17353	CDS	1365	tmm_3	1.14.13.148	COG2072	Trimethylamine monooxygenase
ICLPPAIG_17354	CDS	135				hypothetical protein
ICLPPAIG_17355	CDS	543				hypothetical protein
ICLPPAIG_17356	CDS	138				hypothetical protein
ICLPPAIG_17357	CDS	273				hypothetical protein
ICLPPAIG_17358	CDS	1965	der_4			GTPase Der
ICLPPAIG_17359	CDS	2907				hypothetical protein
ICLPPAIG_17360	CDS	162				hypothetical protein
ICLPPAIG_17361	CDS	2238				hypothetical protein
ICLPPAIG_17362	tRNA	82				tRNA-Leu(caa)
ICLPPAIG_17363	CDS	303				hypothetical protein
ICLPPAIG_17364	CDS	189				hypothetical protein
ICLPPAIG_17365	CDS	324				hypothetical protein
ICLPPAIG_17366	CDS	990				hypothetical protein
ICLPPAIG_17367	CDS	1776				hypothetical protein
ICLPPAIG_17368	CDS	213				hypothetical protein
ICLPPAIG_17369	CDS	213				hypothetical protein
ICLPPAIG_17370	CDS	2136				hypothetical protein
ICLPPAIG_17371	CDS	240				hypothetical protein
ICLPPAIG_17372	CDS	186				hypothetical protein
ICLPPAIG_17373	CDS	1986				hypothetical protein
ICLPPAIG_17374	CDS	273				hypothetical protein
ICLPPAIG_17375	CDS	216				hypothetical protein
ICLPPAIG_17376	CDS	210				hypothetical protein
ICLPPAIG_17377	CDS	144				hypothetical protein
ICLPPAIG_17378	CDS	1467				hypothetical protein
ICLPPAIG_17379	CDS	141				hypothetical protein
ICLPPAIG_17380	CDS	240				hypothetical protein
ICLPPAIG_17381	CDS	240				hypothetical protein
ICLPPAIG_17382	CDS	276				hypothetical protein
ICLPPAIG_17383	CDS	300				hypothetical protein
ICLPPAIG_17384	CDS	678				hypothetical protein
ICLPPAIG_17385	CDS	1107	metC_4	4.4.1.13	COG0626	Cystathionine beta-lyase
ICLPPAIG_17386	CDS	126				hypothetical protein
ICLPPAIG_17387	rRNA	117				5S ribosomal RNA
ICLPPAIG_17388	CDS	2112				hypothetical protein
ICLPPAIG_17389	CDS	2040	aspS1_1	6.1.1.12	COG0173	Aspartate--tRNA(Asp) ligase
ICLPPAIG_17390	CDS	228				hypothetical protein
ICLPPAIG_17391	CDS	1554				hypothetical protein
ICLPPAIG_17392	CDS	117				hypothetical protein
ICLPPAIG_17393	CDS	246				hypothetical protein
ICLPPAIG_17394	CDS	1281				hypothetical protein
ICLPPAIG_17395	CDS	111				hypothetical protein
ICLPPAIG_17396	CDS	771				hypothetical protein
ICLPPAIG_17397	CDS	231				hypothetical protein
ICLPPAIG_17398	CDS	1092				hypothetical protein
ICLPPAIG_17399	CDS	210				hypothetical protein
ICLPPAIG_17400	CDS	177				hypothetical protein
ICLPPAIG_17401	CDS	777	ctaG_1			Cytochrome c oxidase assembly protein CtaG
ICLPPAIG_17402	CDS	2970				hypothetical protein
ICLPPAIG_17403	CDS	219				hypothetical protein
ICLPPAIG_17404	CDS	1254	pncB_2	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase
ICLPPAIG_17405	CDS	261				hypothetical protein
ICLPPAIG_17406	tRNA	82				tRNA-Leu(caa)
ICLPPAIG_17407	CDS	1218	acmB_2	3.1.1.114		Methyl acetate hydrolase
ICLPPAIG_17408	CDS	201				hypothetical protein
ICLPPAIG_17409	CDS	186				hypothetical protein
ICLPPAIG_17410	CDS	198				hypothetical protein
ICLPPAIG_17411	CDS	1440				hypothetical protein
ICLPPAIG_17412	CDS	237				hypothetical protein
ICLPPAIG_17413	CDS	225				hypothetical protein
ICLPPAIG_17414	CDS	2604				hypothetical protein
ICLPPAIG_17415	CDS	1194				hypothetical protein
ICLPPAIG_17416	CDS	2250				hypothetical protein
ICLPPAIG_17417	CDS	111				hypothetical protein
ICLPPAIG_17418	tRNA	82				tRNA-Leu(caa)
ICLPPAIG_17419	CDS	90				hypothetical protein
ICLPPAIG_17420	CDS	135				hypothetical protein
ICLPPAIG_17421	CDS	513				hypothetical protein
ICLPPAIG_17422	tRNA	93				tRNA-Tyr(ata)
ICLPPAIG_17423	CDS	1932				hypothetical protein
ICLPPAIG_17424	CDS	315				hypothetical protein
ICLPPAIG_17425	CDS	135				hypothetical protein
ICLPPAIG_17426	CDS	447				hypothetical protein
ICLPPAIG_17427	CDS	474				hypothetical protein
ICLPPAIG_17428	CDS	1665				hypothetical protein
ICLPPAIG_17429	CDS	150				hypothetical protein
ICLPPAIG_17430	CDS	120				hypothetical protein
ICLPPAIG_17431	CDS	462				hypothetical protein
ICLPPAIG_17432	CDS	249				hypothetical protein
ICLPPAIG_17433	CDS	285				hypothetical protein
ICLPPAIG_17434	CDS	120				hypothetical protein
ICLPPAIG_17435	CDS	279				hypothetical protein
ICLPPAIG_17436	CDS	4047	purL_3	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase
ICLPPAIG_17437	CDS	183				hypothetical protein
ICLPPAIG_17438	CDS	549				hypothetical protein
ICLPPAIG_17439	CDS	186				hypothetical protein
ICLPPAIG_17440	CDS	192				hypothetical protein
ICLPPAIG_17441	CDS	144				hypothetical protein
ICLPPAIG_17442	CDS	750				hypothetical protein
ICLPPAIG_17443	CDS	90				hypothetical protein
ICLPPAIG_17444	CDS	237				hypothetical protein
ICLPPAIG_17445	CDS	324				hypothetical protein
ICLPPAIG_17446	CDS	201				hypothetical protein
ICLPPAIG_17447	CDS	198				hypothetical protein
ICLPPAIG_17448	CDS	195				hypothetical protein
ICLPPAIG_17449	CDS	177				hypothetical protein
ICLPPAIG_17450	CDS	195				hypothetical protein
ICLPPAIG_17451	CDS	324				hypothetical protein
ICLPPAIG_17452	CDS	180				hypothetical protein
ICLPPAIG_17453	CDS	4002				hypothetical protein
ICLPPAIG_17454	CDS	2370				hypothetical protein
ICLPPAIG_17455	CDS	1332				hypothetical protein
ICLPPAIG_17456	CDS	459				hypothetical protein
ICLPPAIG_17457	CDS	201				hypothetical protein
ICLPPAIG_17458	CDS	1506	adh_4	1.2.1.3	COG1012	Aldehyde dehydrogenase
ICLPPAIG_17459	CDS	210				hypothetical protein
ICLPPAIG_17460	CDS	1119	ltaA_2	4.1.2.49		L-allo-threonine aldolase
ICLPPAIG_17461	CDS	138				hypothetical protein
ICLPPAIG_17462	CDS	924				hypothetical protein
ICLPPAIG_17463	CDS	138				hypothetical protein
ICLPPAIG_17464	CDS	1131				hypothetical protein
ICLPPAIG_17465	CDS	255				hypothetical protein
ICLPPAIG_17466	CDS	945				hypothetical protein
ICLPPAIG_17467	CDS	195				hypothetical protein
ICLPPAIG_17468	CDS	1107				hypothetical protein
ICLPPAIG_17469	CDS	3048				hypothetical protein
ICLPPAIG_17470	CDS	3240				hypothetical protein
ICLPPAIG_17471	CDS	3300	rcsC_5	2.7.13.3		Sensor histidine kinase RcsC
ICLPPAIG_17472	CDS	180				hypothetical protein
ICLPPAIG_17473	CDS	2322				hypothetical protein
ICLPPAIG_17474	CDS	1665				hypothetical protein
ICLPPAIG_17475	CDS	963	dnaJ_26			Chaperone protein DnaJ
ICLPPAIG_17476	CDS	246				hypothetical protein
ICLPPAIG_17477	CDS	201				hypothetical protein
ICLPPAIG_17478	CDS	867	fadH_2	1.3.1.34	COG1028	putative 2,4-dienoyl-CoA reductase [(2E)-enoyl-CoA-producing]
ICLPPAIG_17479	CDS	1311				hypothetical protein
ICLPPAIG_17480	CDS	153				hypothetical protein
ICLPPAIG_17481	CDS	156				hypothetical protein
ICLPPAIG_17482	CDS	153				hypothetical protein
ICLPPAIG_17483	CDS	2649				hypothetical protein
ICLPPAIG_17484	tRNA	72				tRNA-Asp(gtc)
ICLPPAIG_17485	CDS	1887				hypothetical protein
ICLPPAIG_17486	CDS	150				hypothetical protein
